"topicID","Word"
43,"Mufeeda"
43,"Zahraaa"
43,"Brice"
43,"Carson"
43,"Jaleela"
43,"Toby"
43,"Harrison"
43,"Jessica"
43,"Anthony"
43,"Mark"
43,"Aaron"
43,"Ian"
43,"Randall"
43,"Toby"
44,"Lortay"
44,"Usman"
44,"Shea"
44,"Heather"
44,"Cheno"
44,"Justin"
44,"Devani"
44,"Timothy"
44,"Zachary"
44,"William"
44,"Mai"
44,"Rumaana"
44,"Eldriges"
44,"Thalir"
44,"Jose"
44,"Dylan"
44,"Maria"
44,"Kimberly"
44,"Kiara"
44,"Joseph"
45,"Shayne"
45,"Arkaan"
45,"Lorysa"
45,"Vy"
45,"Allen"
45,"Maile"
45,"Nartrina"
45,"Shabaan"
45,"Kristen"
45,"Braxton"
45,"Haibaa"
45,"Eugene"
45,"Abdul Jaleel"
45,"Andrew"
45,"Michale"
45,"Javier"
45,"Alyse"
45,"Phoenix"
45,"Alexa"
45,"Kharesa"
46,"Hayden"
46,"Jessica"
46,"Megan"
46,"Gregory"
46,"Mario"
46,"Jacky"
46,"Raheema"
46,"Shabeeba"
46,"Robyn"
46,"Alyssa"
46,"Gabriel"
46,"Kimberly"
46,"Natasha"
46,"Mikaela"
46,"Jareer"
46,"Habeeba"
46,"Rich"
46,"Tasharina"
46,"Megan"
46,"Nathan"
47,"Julia"
47,"Nohelia"
47,"Mohamed"
47,"Adrian"
47,"Graylin"
47,"Aasima"
47,"Erin"
47,"Sarah"
47,"Davion"
47,"Tiffany"
47,"Koa"
47,"Mastoora"
47,"Michael"
47,"Melody"
47,"Morgan"
47,"Taylor"
47,"Jason"
47,"Maelynn"
47,"Jazzel"
47,"Joshua"
48,"Jonathan"
48,"Brittani"
48,"Zuhair"
48,"Angelica"
48,"Emily"
48,"Austin"
48,"Haben"
48,"Shane"
48,"Selena"
48,"Kimberly"
48,"Shiloh"
48,"Nicholas"
48,"Daeshanere"
48,"Katelyn"
48,"Chris"
48,"Anna"
48,"Donovan"
48,"John"
48,"Alycya"
48,"Saabiq"
49,"Zaeem"
49,"Ariana"
49,"Matthan"
49,"Derek"
49,"Katara"
49,"Aqeela"
49,"Kevin"
49,"Muneef"
49,"Leondre"
49,"Aaish"
49,"Guillermo Leon"
49,"Jason"
49,"Manuel"
49,"Chadwick"
49,"Allison"
49,"Jeffrey"
49,"Zaqueri"
49,"Shawn"
49,"Anthony"
49,"Irfan"
50,"Gregory"
50,"Elliott"
50,"Antonio"
50,"Laura"
50,"Moses"
50,"Taylor"
50,"Ghassaan"
50,"Susie"
50,"Jordan"
50,"Elizabeth"
50,"Tyler"
50,"Reema"
50,"May"
50,"Jesse"
50,"Raheema"
50,"Clinton"
50,"Abraham"
50,"Karina"
50,"Heather"
50,"Sumaita"
