"varID","varCat","topicID","weight","type"
10,"09:00",8,3.07788820203016e-07,"Hourly"
11,"10:00",8,0.0566232155868983,"Hourly"
12,"11:00",8,0.000491585313624747,"Hourly"
13,"12:00",8,1.53508122824571e-24,"Hourly"
14,"13:00",8,0.0563447510873587,"Hourly"
15,"14:00",8,0.000164251983283878,"Hourly"
16,"15:00",8,0.0457833981388972,"Hourly"
17,"16:00",8,1.05409457367808e-10,"Hourly"
18,"17:00",8,3.91591495803432e-09,"Hourly"
19,"18:00",8,1.43332200760296e-07,"Hourly"
20,"19:00",8,0.004031262074622,"Hourly"
21,"20:00",8,6.00550953079612e-09,"Hourly"
22,"21:00",8,1.83999904426461e-05,"Hourly"
23,"22:00",8,1.99312130214844e-15,"Hourly"
24,"23:00",8,1.31135944417315e-05,"Hourly"
1,"00:00",9,1.05650578973736e-18,"Hourly"
2,"01:00",9,0.0411026667810726,"Hourly"
3,"02:00",9,0.136580176596253,"Hourly"
4,"03:00",9,0.00664051525046588,"Hourly"
5,"04:00",9,6.94118643771618e-19,"Hourly"
6,"05:00",9,0.000888652827605834,"Hourly"
7,"06:00",9,4.32798748679888e-05,"Hourly"
8,"07:00",9,0.000113362580924402,"Hourly"
9,"08:00",9,3.17989756138729e-06,"Hourly"
10,"09:00",9,1.3168884505866e-08,"Hourly"
11,"10:00",9,0.000428479525902887,"Hourly"
12,"11:00",9,0.00152696869057331,"Hourly"
13,"12:00",9,3.04503624382549e-10,"Hourly"
14,"13:00",9,2.83291920791811e-07,"Hourly"
15,"14:00",9,5.17672324698577e-11,"Hourly"
16,"15:00",9,3.65029941290777e-09,"Hourly"
17,"16:00",9,0.00925071477814771,"Hourly"
18,"17:00",9,0.00491600370487498,"Hourly"
19,"18:00",9,0.00234863206700102,"Hourly"
20,"19:00",9,3.93305125091933e-05,"Hourly"
21,"20:00",9,0.117702978996412,"Hourly"
22,"21:00",9,1.21793539221372e-11,"Hourly"
23,"22:00",9,1.5859480258334e-08,"Hourly"
24,"23:00",9,2.39786198773066e-07,"Hourly"
1,"00:00",10,0.139015068311833,"Hourly"
2,"01:00",10,0.000455148486777931,"Hourly"
3,"02:00",10,0.000125294926018753,"Hourly"
4,"03:00",10,0.0325756631366217,"Hourly"
5,"04:00",10,0.000768120613031598,"Hourly"
6,"05:00",10,0.0242202635162609,"Hourly"
7,"06:00",10,0.00020728412874716,"Hourly"
8,"07:00",10,8.13639273294647e-17,"Hourly"
9,"08:00",10,0.0217164476755223,"Hourly"
10,"09:00",10,0.111296976466008,"Hourly"
11,"10:00",10,0.0163559920182174,"Hourly"
12,"11:00",10,0.000150062292095284,"Hourly"
13,"12:00",10,0.000117795283929405,"Hourly"
14,"13:00",10,1.08530975125856e-09,"Hourly"
15,"14:00",10,0.00153304460884295,"Hourly"
16,"15:00",10,0.0467712691163927,"Hourly"
17,"16:00",10,3.41104565644501e-05,"Hourly"
18,"17:00",10,0.000816401425762742,"Hourly"
19,"18:00",10,0.00886756928682106,"Hourly"
20,"19:00",10,0.0867570876827633,"Hourly"
21,"20:00",10,2.59646122613613e-08,"Hourly"
22,"21:00",10,4.25383656332658e-08,"Hourly"
23,"22:00",10,0.000276286348425077,"Hourly"
24,"23:00",10,8.73817697403896e-09,"Hourly"
1,"00:00",11,0.179053681194429,"Hourly"
2,"01:00",11,7.60657005129695e-13,"Hourly"
3,"02:00",11,3.83117508048869e-12,"Hourly"
4,"03:00",11,0.0461603421561421,"Hourly"
5,"04:00",11,0.00349017711262535,"Hourly"
6,"05:00",11,8.21565331955686e-06,"Hourly"
7,"06:00",11,1.34143401619537e-05,"Hourly"
8,"07:00",11,0.000335597730341217,"Hourly"
9,"08:00",11,0.000700399005438762,"Hourly"
10,"09:00",11,8.74865869208909e-14,"Hourly"
11,"10:00",11,0.000163814453099207,"Hourly"
12,"11:00",11,2.85653860199687e-08,"Hourly"
13,"12:00",11,0.0571964723779844,"Hourly"
14,"13:00",11,0.174544483526766,"Hourly"
15,"14:00",11,6.25184345025555e-06,"Hourly"
16,"15:00",11,0.00150437633720942,"Hourly"
17,"16:00",11,1.08873000834735e-09,"Hourly"
18,"17:00",11,1.95609653233648e-07,"Hourly"
19,"18:00",11,0.000476419075566653,"Hourly"
20,"19:00",11,1.06267862742357e-08,"Hourly"
21,"20:00",11,0.00177181556732904,"Hourly"
22,"21:00",11,4.60560161605696e-07,"Hourly"
23,"22:00",11,6.89963500726681e-13,"Hourly"
24,"23:00",11,2.56819908596207e-08,"Hourly"
1,"00:00",12,5.0599409650907e-08,"Hourly"
2,"01:00",12,1.42738926979644e-10,"Hourly"
3,"02:00",12,0.0187795331476029,"Hourly"
4,"03:00",12,6.68056924631039e-18,"Hourly"
5,"04:00",12,0.00021144948767121,"Hourly"
6,"05:00",12,2.40484408976113e-11,"Hourly"
7,"06:00",12,4.56074595273682e-07,"Hourly"
8,"07:00",12,0.00524455435732085,"Hourly"
9,"08:00",12,0.0595009162663042,"Hourly"
10,"09:00",12,0.0633964817678109,"Hourly"
11,"10:00",12,1.16547749454596e-08,"Hourly"
12,"11:00",12,2.20510607675275e-09,"Hourly"
13,"12:00",12,6.32337324796241e-09,"Hourly"
14,"13:00",12,0.0203240840270659,"Hourly"
15,"14:00",12,0.0233333979389883,"Hourly"
16,"15:00",12,0.0751018682602594,"Hourly"
17,"16:00",12,1.83931152797923e-09,"Hourly"
18,"17:00",12,0.00487452189199803,"Hourly"
19,"18:00",12,3.24972651673977e-08,"Hourly"
20,"19:00",12,0.00153971126872169,"Hourly"
21,"20:00",12,0.000253144531175219,"Hourly"
22,"21:00",12,0.0113937467300151,"Hourly"
23,"22:00",12,2.56431297031339e-05,"Hourly"
24,"23:00",12,3.99931966873591e-08,"Hourly"
1,"00:00",13,5.71510158801865e-11,"Hourly"
2,"01:00",13,0.00888335158334095,"Hourly"
3,"02:00",13,0.147563192602527,"Hourly"
4,"03:00",13,0.00442120352244832,"Hourly"
5,"04:00",13,3.42779623193658e-11,"Hourly"
6,"05:00",13,0.00887291210637436,"Hourly"
7,"06:00",13,0.00741405177536522,"Hourly"
8,"07:00",13,7.58100791969113e-12,"Hourly"
9,"08:00",13,5.75020041236793e-12,"Hourly"
10,"09:00",13,0.00215545185403925,"Hourly"
11,"10:00",13,2.00880771195637e-05,"Hourly"
12,"11:00",13,0.000426080543469177,"Hourly"
13,"12:00",13,1.90898067954727e-07,"Hourly"
14,"13:00",13,2.75308891898791e-05,"Hourly"
15,"14:00",13,0.0212708145562814,"Hourly"
16,"15:00",13,0.0290840105289477,"Hourly"
17,"16:00",13,3.18302755837497e-21,"Hourly"
18,"17:00",13,4.65338666301363e-06,"Hourly"
19,"18:00",13,0.000254044542535379,"Hourly"
20,"19:00",13,5.83690288331861e-14,"Hourly"
21,"20:00",13,1.11027008131898e-22,"Hourly"
22,"21:00",13,0.0858675349682194,"Hourly"
23,"22:00",13,0.00211628303624229,"Hourly"
24,"23:00",13,0.0129125189608934,"Hourly"
1,"00:00",14,0.0397072170171334,"Hourly"
2,"01:00",14,0.0107399381966929,"Hourly"
3,"02:00",14,2.47700526833053e-11,"Hourly"
4,"03:00",14,2.36919566202096e-11,"Hourly"
5,"04:00",14,0.000520039368451052,"Hourly"
6,"05:00",14,0.00238879340392438,"Hourly"
7,"06:00",14,0.00587650780907028,"Hourly"
8,"07:00",14,0.0122178420116813,"Hourly"
9,"08:00",14,6.31776324120047e-08,"Hourly"
10,"09:00",14,1.2388282002411e-16,"Hourly"
11,"10:00",14,0.00156861108965884,"Hourly"
12,"11:00",14,2.16133902626932e-08,"Hourly"
13,"12:00",14,0.00050079675689648,"Hourly"
14,"13:00",14,0.000882121140200754,"Hourly"
15,"14:00",14,3.42318087574298e-09,"Hourly"
16,"15:00",14,8.74969952273451e-11,"Hourly"
17,"16:00",14,0.0216171099032621,"Hourly"
18,"17:00",14,0.00277265618744874,"Hourly"
19,"18:00",14,7.50726009190205e-11,"Hourly"
20,"19:00",14,2.33901019330665e-05,"Hourly"
21,"20:00",14,2.90917397805751e-05,"Hourly"
22,"21:00",14,0.000724541076409097,"Hourly"
23,"22:00",14,2.18252949617149e-08,"Hourly"
24,"23:00",14,1.63126642643375e-05,"Hourly"
1,"00:00",15,0.113789544163341,"Hourly"
2,"01:00",15,0.00233426970231104,"Hourly"
3,"02:00",15,0.0001522002819301,"Hourly"
4,"03:00",15,4.05370591870788e-05,"Hourly"
5,"04:00",15,3.79638668491256e-11,"Hourly"
6,"05:00",15,3.76098451317108e-08,"Hourly"
7,"06:00",15,1.37726273241518e-13,"Hourly"
8,"07:00",15,0.000184386233234828,"Hourly"
9,"08:00",15,0.00612515178220721,"Hourly"
10,"09:00",15,2.07051607016282e-06,"Hourly"
11,"10:00",15,0.354854311103746,"Hourly"
12,"11:00",15,7.65607301654164e-10,"Hourly"
13,"12:00",15,2.99133547967338e-05,"Hourly"
14,"13:00",15,9.95568671551966e-05,"Hourly"
15,"14:00",15,0.000150120439870402,"Hourly"
16,"15:00",15,0.000563920187446133,"Hourly"
17,"16:00",15,0.169242682351023,"Hourly"
18,"17:00",15,0.00220067002552147,"Hourly"
19,"18:00",15,0.0519734584648403,"Hourly"
20,"19:00",15,2.4381912833723e-15,"Hourly"
21,"20:00",15,6.02795936574944e-15,"Hourly"
22,"21:00",15,0.00651321516750202,"Hourly"
23,"22:00",15,0.0780947903068448,"Hourly"
24,"23:00",15,6.66748657097094e-30,"Hourly"
1,"00:00",16,0.000591903971172979,"Hourly"
2,"01:00",16,0.000237208257354523,"Hourly"
3,"02:00",16,4.77491098271849e-07,"Hourly"
4,"03:00",16,0.00396474611234437,"Hourly"
5,"04:00",16,6.19581883439891e-06,"Hourly"
6,"05:00",16,0.0412795329858691,"Hourly"
7,"06:00",16,0.0474977617593864,"Hourly"
8,"07:00",16,1.99876908664795e-06,"Hourly"
9,"08:00",16,0.0255020100100721,"Hourly"
10,"09:00",16,0.312414962106335,"Hourly"
11,"10:00",16,0.196536383421547,"Hourly"
12,"11:00",16,0.000196872345412083,"Hourly"
13,"12:00",16,0.0236720248615081,"Hourly"
14,"13:00",16,0.0880074467353636,"Hourly"
15,"14:00",16,0.078488242598721,"Hourly"
16,"15:00",16,1.58425469895419e-14,"Hourly"
17,"16:00",16,8.23941276654037e-11,"Hourly"
18,"17:00",16,6.38881956108362e-07,"Hourly"
19,"18:00",16,0.000317763701380284,"Hourly"
20,"19:00",16,1.17501913246382e-07,"Hourly"
21,"20:00",16,0.000374126720376342,"Hourly"
22,"21:00",16,4.68208100742896e-05,"Hourly"
23,"22:00",16,0.000467124377988664,"Hourly"
24,"23:00",16,0.0124781060364921,"Hourly"
1,"00:00",17,0.00508780317604058,"Hourly"
2,"01:00",17,0.00022739835197899,"Hourly"
3,"02:00",17,0.00327581292980919,"Hourly"
4,"03:00",17,0.120085324943911,"Hourly"
5,"04:00",17,0.00471813083109852,"Hourly"
6,"05:00",17,0.0140705895497442,"Hourly"
7,"06:00",17,0.00366860307346063,"Hourly"
8,"07:00",17,8.16403223938894e-22,"Hourly"
9,"08:00",17,5.28581461510136e-08,"Hourly"
10,"09:00",17,1.02465962892689e-05,"Hourly"
11,"10:00",17,0.00153907036893662,"Hourly"
12,"11:00",17,8.21183615551443e-07,"Hourly"
13,"12:00",17,0.0468695361926649,"Hourly"
14,"13:00",17,1.58001896541469e-10,"Hourly"
15,"14:00",17,0.00311916235758824,"Hourly"
16,"15:00",17,0.0109561000503457,"Hourly"
17,"16:00",17,6.49374665832133e-07,"Hourly"
18,"17:00",17,4.04128336471163e-06,"Hourly"
19,"18:00",17,0.000418764418248269,"Hourly"
20,"19:00",17,0.105688677825652,"Hourly"
21,"20:00",17,0.257746854790935,"Hourly"
22,"21:00",17,1.75932451411452e-09,"Hourly"
23,"22:00",17,7.25903219966248e-09,"Hourly"
24,"23:00",17,1.31253289203208e-17,"Hourly"
1,"00:00",18,1.16742539909418e-06,"Hourly"
2,"01:00",18,2.04932276854517e-06,"Hourly"
3,"02:00",18,0.00144820865771359,"Hourly"
4,"03:00",18,0.0674805099392826,"Hourly"
5,"04:00",18,3.15819958475551e-05,"Hourly"
6,"05:00",18,1.338191338285e-14,"Hourly"
7,"06:00",18,0.000333553388913272,"Hourly"
8,"07:00",18,0.000158830847071799,"Hourly"
9,"08:00",18,0.0095414333442121,"Hourly"
10,"09:00",18,3.48651489113012e-10,"Hourly"
11,"10:00",18,2.4714344399569e-15,"Hourly"
12,"11:00",18,2.56881994497238e-08,"Hourly"
13,"12:00",18,7.77241987877465e-12,"Hourly"
14,"13:00",18,0.000503700465017358,"Hourly"
15,"14:00",18,0.0195936423070213,"Hourly"
16,"15:00",18,0.000726469164254994,"Hourly"
17,"16:00",18,2.59059410004794e-07,"Hourly"
18,"17:00",18,0.07298597857472,"Hourly"
19,"18:00",18,0.0151932644061076,"Hourly"
20,"19:00",18,0.00290885603898259,"Hourly"
21,"20:00",18,0.000220135049517435,"Hourly"
22,"21:00",18,2.95260208418032e-06,"Hourly"
23,"22:00",18,1.26937834906725e-05,"Hourly"
24,"23:00",18,5.82283201926968e-07,"Hourly"
1,"00:00",19,7.52790450089516e-09,"Hourly"
2,"01:00",19,6.10594343338084e-06,"Hourly"
3,"02:00",19,0.136310980833046,"Hourly"
4,"03:00",19,1.25365443269246e-10,"Hourly"
5,"04:00",19,0.00884732263040691,"Hourly"
6,"05:00",19,0.00247431843016514,"Hourly"
7,"06:00",19,0.132365424326264,"Hourly"
8,"07:00",19,5.13429063622202e-05,"Hourly"
9,"08:00",19,0.0108108705620341,"Hourly"
10,"09:00",19,0.00630235791770039,"Hourly"
11,"10:00",19,0.0214269962233805,"Hourly"
12,"11:00",19,0.0302597258647075,"Hourly"
13,"12:00",19,0.000473827509543015,"Hourly"
14,"13:00",19,0.00525059761159298,"Hourly"
15,"14:00",19,0.0109624381657413,"Hourly"
16,"15:00",19,0.00352196555821978,"Hourly"
17,"16:00",19,0.00254669006036509,"Hourly"
18,"17:00",19,0.0649054736355734,"Hourly"
19,"18:00",19,0.0122289919275169,"Hourly"
20,"19:00",19,0.000431681641291319,"Hourly"
21,"20:00",19,2.29858496726893e-08,"Hourly"
22,"21:00",19,0.000239380898319181,"Hourly"
23,"22:00",19,0.0711006264592817,"Hourly"
24,"23:00",19,0.000278698408963996,"Hourly"
1,"00:00",20,0.00346657196688938,"Hourly"
2,"01:00",20,6.93386901964087e-05,"Hourly"
3,"02:00",20,1.30228223471813e-06,"Hourly"
4,"03:00",20,0.000900131211845537,"Hourly"
5,"04:00",20,0.000536035947665587,"Hourly"
6,"05:00",20,0.00885958617316697,"Hourly"
7,"06:00",20,0.002573708373044,"Hourly"
8,"07:00",20,0.00140734342668522,"Hourly"
9,"08:00",20,0.000109308377880237,"Hourly"
10,"09:00",20,0.00243163433827195,"Hourly"
11,"10:00",20,1.69876679789939e-06,"Hourly"
12,"11:00",20,0.239391532520065,"Hourly"
13,"12:00",20,1.02727252168636e-17,"Hourly"
14,"13:00",20,9.77883006247226e-05,"Hourly"
15,"14:00",20,0.0212822507009425,"Hourly"
16,"15:00",20,3.49740177578571e-10,"Hourly"
17,"16:00",20,0.000734126300375427,"Hourly"
18,"17:00",20,0.000978012705101301,"Hourly"
19,"18:00",20,0.0070309365027603,"Hourly"
20,"19:00",20,5.09785921817137e-08,"Hourly"
21,"20:00",20,3.66073708168663e-21,"Hourly"
22,"21:00",20,1.29251600811628e-08,"Hourly"
23,"22:00",20,6.95351122538246e-07,"Hourly"
24,"23:00",20,6.74792795506129e-12,"Hourly"
1,"00:00",21,0.00318901619823813,"Hourly"
2,"01:00",21,0.0304137818639228,"Hourly"
3,"02:00",21,2.23077325893183e-10,"Hourly"
4,"03:00",21,0.00162941101510793,"Hourly"
5,"04:00",21,2.39387540786079e-06,"Hourly"
6,"05:00",21,0.00106796537312427,"Hourly"
7,"06:00",21,0.0833153943603371,"Hourly"
8,"07:00",21,3.8668692386784e-06,"Hourly"
9,"08:00",21,2.56382883219724e-05,"Hourly"
10,"09:00",21,1.38649729372166e-06,"Hourly"
11,"10:00",21,6.62002150375919e-12,"Hourly"
12,"11:00",21,4.91109990244964e-05,"Hourly"
13,"12:00",21,0.00132517018332471,"Hourly"
14,"13:00",21,0.000103848320945629,"Hourly"
15,"14:00",21,0.000284914790872912,"Hourly"
16,"15:00",21,1.3577373969471e-07,"Hourly"
17,"16:00",21,1.11779548874062e-07,"Hourly"
18,"17:00",21,0.00258036963229423,"Hourly"
19,"18:00",21,0.000250382576826553,"Hourly"
20,"19:00",21,1.24763164940139e-11,"Hourly"
21,"20:00",21,0.00497555322372975,"Hourly"
22,"21:00",21,6.83709413640803e-08,"Hourly"
23,"22:00",21,3.20825842997098e-08,"Hourly"
24,"23:00",21,0.137449162404553,"Hourly"
1,"00:00",22,0.00105622732780485,"Hourly"
2,"01:00",22,1.41626169273599e-05,"Hourly"
3,"02:00",22,3.05417357742557e-06,"Hourly"
4,"03:00",22,0.000237874904120534,"Hourly"
5,"04:00",22,0.00136368554634835,"Hourly"
6,"05:00",22,3.40400134601442e-10,"Hourly"
7,"06:00",22,3.55621677142195e-06,"Hourly"
8,"07:00",22,4.35431258069034e-09,"Hourly"
9,"08:00",22,0.0182176023273118,"Hourly"
10,"09:00",22,1.31716659827061e-13,"Hourly"
11,"10:00",22,0.000402857111263981,"Hourly"
12,"11:00",22,1.63918720375386e-05,"Hourly"
13,"12:00",22,1.3720948668671e-07,"Hourly"
14,"13:00",22,0.000470025939965106,"Hourly"
15,"14:00",22,0.00968515710395427,"Hourly"
16,"15:00",22,3.49513782865652e-05,"Hourly"
17,"16:00",22,0.00356744803962365,"Hourly"
18,"17:00",22,0.0103888962649056,"Hourly"
19,"18:00",22,0.377231859920007,"Hourly"
20,"19:00",22,4.97651880253306e-06,"Hourly"
21,"20:00",22,9.14137477297654e-06,"Hourly"
22,"21:00",22,1.77864422905121e-09,"Hourly"
23,"22:00",22,0.000775962461393458,"Hourly"
24,"23:00",22,9.82932119341472e-14,"Hourly"
1,"00:00",23,0.00309960596230616,"Hourly"
2,"01:00",23,0.0346811284683848,"Hourly"
3,"02:00",23,0.000316009053752052,"Hourly"
4,"03:00",23,0.00255051790387145,"Hourly"
5,"04:00",23,0.00259628334072258,"Hourly"
6,"05:00",23,1.06244935785269e-05,"Hourly"
7,"06:00",23,1.54369797442999e-07,"Hourly"
8,"07:00",23,0.0323536278854858,"Hourly"
9,"08:00",23,0.00337301677021303,"Hourly"
10,"09:00",23,8.1355769156512e-18,"Hourly"
11,"10:00",23,1.75433032699602e-07,"Hourly"
